Date,Time,Headline,URL,Location,Attack,Events
2025-06-20,15:19:00,Israeli forces continue closure of Ibrahimi Mosque for,https://english.wafa.ps/Pages/Details/158555,,restriction,Religion
2025-06-20,11:30:00,Israeli occupation army intensifies its mili ...,https://english.wafa.ps/Pages/Details/158547,,Not Coded,Not Coded
2025-06-20,11:06:00,Israeli forces detain 30 Palestinians during ...,https://english.wafa.ps/Pages/Details/158546,,arrest,Not Coded
2025-06-20,14:26:00,Israeli occupation forces seize 15 homes in Jenin villa,https://english.wafa.ps/Pages/Details/158553,West Bank,Not Coded,Infrastructure
2025-06-20,08:36:00,34 Palestinians killed in two Israeli massac ...,https://english.wafa.ps/Pages/Details/158542,,Not Coded,Killings
2025-06-20,16:13:00,Israeli forces prevent Civil Defense from putting out fire near Bethlehem,https://english.wafa.ps/Pages/Details/158556,West Bank,Not Coded,Not Coded
2025-06-20,09:34:00,"Israeli forces raid several villages near Ramallah, conduct field interrogations",https://english.wafa.ps/Pages/Details/158543,West Bank,raid,Not Coded
2025-06-20,22:24:00,For sixth time today: Israeli army raids village south of Nablus,https://english.wafa.ps/Pages/Details/158569,West Bank,raid,Not Coded
2025-06-20,19:46:00,Palestinians suffocate during Israeli forces ...,https://english.wafa.ps/Pages/Details/158563,,Not Coded,Not Coded
2025-06-20,11:06:00,Israeli forces detain 30 Palestinians during wide-scale raids in Hebron,https://english.wafa.ps/Pages/Details/158546,West Bank,raid,Not Coded
2025-06-20,15:19:00,Israeli forces continue closure of Ibrahimi Mosque for eighth consecutive day,https://english.wafa.ps/Pages/Details/158555,,restriction,Religion
2025-06-20,10:03:00,Israeli occupation forces continue raid on Tubas for second day,https://english.wafa.ps/Pages/Details/158544,West Bank,raid,Not Coded
2025-06-20,13:53:00,Gaza facing imminent health catastrophe as i ...,https://english.wafa.ps/Pages/Details/158551,Gaza,Not Coded,Not Coded
2025-06-20,18:51:00,Several Jenin-governorate towns under curfew as Israeli,https://english.wafa.ps/Pages/Details/158560,West Bank,restriction,Not Coded
2025-06-20,19:32:00,"Israeli airstrike kills three civilians, injure others",https://english.wafa.ps/Pages/Details/158562,,airstrike,Injury
2025-06-20,14:55:00,48 Palestinians killed since dawn in ongoing ...,https://english.wafa.ps/Pages/Details/158554,,Not Coded,Killings
2025-06-20,13:53:00,Gaza facing imminent health catastrophe as infant formu,https://english.wafa.ps/Pages/Details/158551,Gaza,Not Coded,Children
2025-06-20,08:14:00,"Hot weather continues across Palestine, public urged to avoid direct sunlight",https://english.wafa.ps/Pages/Details/158541,,Not Coded,Not Coded
2025-06-20,16:55:00,Israeli forces intensify destruction and blo ...,https://english.wafa.ps/Pages/Details/158558,,Not Coded,Not Coded
2025-06-20,19:10:00,Lebanese President discusses ongoing Israeli aggression against Palestinian people with Pa ...,https://english.wafa.ps/Pages/Details/158561,,Not Coded,Not Coded
2025-06-20,21:35:00,Two Palestinians injured after being assaulted by Israeli forces east of Tulkarem,https://english.wafa.ps/Pages/Details/158566,,Not Coded,Injury
2025-06-20,11:48:00,UN retains Israel on “blacklist” for grave v ...,https://english.wafa.ps/Pages/Details/158548,,Not Coded,United Nations
2025-06-20,13:38:00,Israeli forces prevent Friday prayers at vil ...,https://english.wafa.ps/Pages/Details/158550,,Not Coded,Not Coded
2025-06-20,20:03:00,Three Palestinians sustain injuries in colonist attack near Nablus,https://english.wafa.ps/Pages/Details/158565,West Bank,settler,Injury
2025-06-20,22:08:00,Dozens killed and injured in Israeli bombing west of Gaza,https://english.wafa.ps/Pages/Details/158568,Gaza,bomb,"Killings, Injury"
2025-06-19,08:37:00,"16 killed, 100 others injured, in Israeli ai ...",https://english.wafa.ps/Pages/Details/158518,,Not Coded,"Killings, Injury"
2025-06-19,22:49:00,Nine EU countries urge European Commission to review le,https://english.wafa.ps/Pages/Details/158540,,Not Coded,Not Coded
2025-06-19,14:14:00,Israeli forces seize garbage collection vehi ...,https://english.wafa.ps/Pages/Details/158530,,Not Coded,Not Coded
2025-06-19,11:10:00,Israeli supreme court orders eviction of two ...,https://english.wafa.ps/Pages/Details/158527,,Not Coded,"Displacement, Legal"
2025-06-19,14:02:00,Israeli forces bulldoze entrances to dozens  ...,https://english.wafa.ps/Pages/Details/158529,,demolition,Not Coded
2025-06-19,19:20:00,MoWA: Number of Palestinian refugees in occu ...,https://english.wafa.ps/Pages/Details/158537,,Not Coded,Displacement
2025-06-19,22:42:00,Two Palestinians injured as Israeli forces raid Town of Aqraba near Nablus,https://english.wafa.ps/Pages/Details/158539,West Bank,raid,Injury
2025-06-19,10:22:00,Three Palestinian civilians killed in Israel ...,https://english.wafa.ps/Pages/Details/158524,,Not Coded,Killings
2025-06-19,10:45:00,Israeli authorities force Palestinian father ...,https://english.wafa.ps/Pages/Details/158526,,Not Coded,Not Coded
2025-06-19,08:37:00,Israeli forces break into several areas in R ...,https://english.wafa.ps/Pages/Details/158519,,Not Coded,Not Coded
2025-06-19,08:37:00,Occupation forces seize building near Nablus,https://english.wafa.ps/Pages/Details/158520,West Bank,Not Coded,Infrastructure
2025-06-19,22:49:00,Nine EU countries urge European Commission to review legality of trade linked to Israeli s ...,https://english.wafa.ps/Pages/Details/158540,,Not Coded,Not Coded
2025-06-19,17:39:00,Two Palestinians injured during Israeli mili ...,https://english.wafa.ps/Pages/Details/158535,,Not Coded,Injury
2025-06-19,10:45:00,Israeli authorities force Palestinian father and son to demolish their homes in East Jerus ...,https://english.wafa.ps/Pages/Details/158526,,demolition,Infrastructure
2025-06-19,12:40:00,"At least 22 civilians killed, others injured ...",https://english.wafa.ps/Pages/Details/158528,,Not Coded,"Killings, Injury"
2025-06-19,08:13:00,Palestinian sustains injury from Israeli army gunfire near Jenin,https://english.wafa.ps/Pages/Details/158516,West Bank,shooting,Injury
2025-06-19,19:29:00,Israeli forces install iron gate at main entrance of Beit Lid near Tulkarm,https://english.wafa.ps/Pages/Details/158538,West Bank,Not Coded,Not Coded
2025-06-19,08:37:00,"Israeli forces break into several areas in Ramallah, raid homes",https://english.wafa.ps/Pages/Details/158519,West Bank,raid,Infrastructure
2025-06-19,17:48:00,"Palestinian killed, seven others injured in colonist sh",https://english.wafa.ps/Pages/Details/158536,West Bank,settler,"Killings, Injury"
2025-06-19,10:35:00,Palestinian injured in colonist attack near  ...,https://english.wafa.ps/Pages/Details/158525,West Bank,settler,Injury
2025-06-19,08:37:00,Croatian President says country must recognize Palestine,https://english.wafa.ps/Pages/Details/158521,,Not Coded,Not Coded
2025-06-19,16:05:00,Israeli military offensive on Tulkarm enters 144th day amid widespread destruction and dis ...,https://english.wafa.ps/Pages/Details/158532,West Bank,Not Coded,Not Coded
2025-06-19,16:05:00,Israeli military offensive on Tulkarm enters ...,https://english.wafa.ps/Pages/Details/158532,West Bank,Not Coded,Not Coded
2025-06-19,17:39:00,Two Palestinians injured during Israeli military raid o,https://english.wafa.ps/Pages/Details/158535,,raid,Injury
2025-06-19,14:14:00,Israeli forces seize garbage collection vehicle near Na,https://english.wafa.ps/Pages/Details/158530,,Not Coded,Not Coded
2025-06-19,19:20:00,MoWA: Number of Palestinian refugees in occupied territories exceeds 1.1 million,https://english.wafa.ps/Pages/Details/158537,West Bank,Not Coded,Displacement
2025-06-19,16:32:00,"Colonists resume construction of outpost near Huwara, south of Nablus",https://english.wafa.ps/Pages/Details/158534,West Bank,settler,Infrastructure
2025-06-19,10:22:00,Three Palestinian civilians killed in Israeli drone targeting residential apartment in wes ...,https://english.wafa.ps/Pages/Details/158524,,airstrike,"Killings, Infrastructure"
2025-06-19,17:39:00,Two Palestinians injured during Israeli military raid on Balata refugee camp in Nablus,https://english.wafa.ps/Pages/Details/158535,West Bank,raid,"Injury, Displacement"
2025-06-19,14:54:00,"16 Palestinians killed, including two childr ...",https://english.wafa.ps/Pages/Details/158531,,Not Coded,Killings
2025-06-19,19:20:00,MoWA: Number of Palestinian refugees in occupied territ,https://english.wafa.ps/Pages/Details/158537,,Not Coded,Displacement
2025-06-19,19:29:00,Israeli forces install iron gate at main ent ...,https://english.wafa.ps/Pages/Details/158538,,Not Coded,Not Coded
2025-06-19,08:37:00,Croatian President says country must recogni ...,https://english.wafa.ps/Pages/Details/158521,,Not Coded,Not Coded
2025-06-19,14:54:00,"16 Palestinians killed, including two children and a wo",https://english.wafa.ps/Pages/Details/158531,,Not Coded,"Killings, Children"
2025-06-19,16:32:00,Colonists resume construction of outpost nea ...,https://english.wafa.ps/Pages/Details/158534,West Bank,settler,Infrastructure
2025-06-19,08:37:00,Weather: Very hot conditions continue,https://english.wafa.ps/Pages/Details/158517,,Not Coded,Not Coded
2025-06-19,14:02:00,Israeli forces bulldoze entrances to dozens of shops in southern Hebron town,https://english.wafa.ps/Pages/Details/158529,West Bank,demolition,Not Coded
2025-06-19,11:10:00,"Israeli supreme court orders eviction of two Palestinian families in Silwan, Jerusalem",https://english.wafa.ps/Pages/Details/158527,West Bank,Not Coded,"Displacement, Legal"
2025-06-19,12:40:00,"At least 22 civilians killed, others injured in Israeli",https://english.wafa.ps/Pages/Details/158528,,Not Coded,"Killings, Injury"
2025-06-19,16:19:00,"Israeli occupation forces halt agricultural work, seize equipment south of Bethlehem",https://english.wafa.ps/Pages/Details/158533,West Bank,Not Coded,Not Coded
2025-06-19,08:37:00,"16 killed, 100 others injured, in Israeli airstrikes in Gaza",https://english.wafa.ps/Pages/Details/158518,Gaza,airstrike,"Killings, Injury"
2025-06-19,11:10:00,Israeli supreme court orders eviction of two Palestinia,https://english.wafa.ps/Pages/Details/158527,,Not Coded,"Displacement, Legal"
2025-06-19,14:14:00,Israeli forces seize garbage collection vehicle near Nablus,https://english.wafa.ps/Pages/Details/158530,West Bank,Not Coded,Not Coded
2025-06-19,16:32:00,"Colonists resume construction of outpost near Huwara, s",https://english.wafa.ps/Pages/Details/158534,West Bank,settler,Infrastructure
2025-06-19,17:48:00,"Palestinian killed, seven others injured in  ...",https://english.wafa.ps/Pages/Details/158536,,Not Coded,"Killings, Injury"
2025-06-19,16:19:00,Israeli occupation forces halt agricultural  ...,https://english.wafa.ps/Pages/Details/158533,,Not Coded,Not Coded
2025-06-19,10:35:00,Palestinian injured in colonist attack near Ramallah while grazing livestock,https://english.wafa.ps/Pages/Details/158525,West Bank,settler,Injury
2025-06-19,08:37:00,"16 killed, 100 others injured, in Israeli airstrikes in",https://english.wafa.ps/Pages/Details/158518,,airstrike,"Killings, Injury"
2025-06-19,08:37:00,"Israeli forces break into several areas in Ramallah, ra",https://english.wafa.ps/Pages/Details/158519,West Bank,Not Coded,Not Coded
2025-06-19,22:42:00,Two Palestinians injured as Israeli forces raid Town of,https://english.wafa.ps/Pages/Details/158539,,raid,Injury
2025-06-19,12:40:00,"At least 22 civilians killed, others injured in Israeli airstrikes in Gaza",https://english.wafa.ps/Pages/Details/158528,Gaza,airstrike,"Killings, Injury"
2025-06-19,22:42:00,Two Palestinians injured as Israeli forces r ...,https://english.wafa.ps/Pages/Details/158539,,Not Coded,Injury
2025-06-19,22:49:00,Nine EU countries urge European Commission t ...,https://english.wafa.ps/Pages/Details/158540,,Not Coded,Not Coded
2025-06-19,08:13:00,Palestinian sustains injury from Israeli arm ...,https://english.wafa.ps/Pages/Details/158516,,Not Coded,Injury
2025-06-19,08:13:00,Palestinian sustains injury from Israeli army gunfire n,https://english.wafa.ps/Pages/Details/158516,,shooting,Injury
2025-06-19,17:48:00,"Palestinian killed, seven others injured in colonist shooting attack near Hebron",https://english.wafa.ps/Pages/Details/158536,West Bank,shooting,"Killings, Injury"
2025-06-19,19:29:00,Israeli forces install iron gate at main entrance of Be,https://english.wafa.ps/Pages/Details/158538,,Not Coded,Not Coded
2025-06-19,14:02:00,Israeli forces bulldoze entrances to dozens of shops in,https://english.wafa.ps/Pages/Details/158529,,demolition,Not Coded
2025-06-19,14:54:00,"16 Palestinians killed, including two children and a woman, in Israeli airstrike on Jabali ...",https://english.wafa.ps/Pages/Details/158531,,airstrike,"Killings, Children"
2025-06-18,20:34:00,Israeli forces continue demolition of homes in Jenin Refugee Camp,https://english.wafa.ps/Pages/Details/158512,West Bank,demolition,"Displacement, Infrastructure"
2025-06-18,08:25:00,Weather: Very hot conditions,https://english.wafa.ps/Pages/Details/158483,,Not Coded,Not Coded
2025-06-18,11:18:00,Israeli forces detain 60 Palestinians from the West Bank,https://english.wafa.ps/Pages/Details/158493,West Bank,arrest,Not Coded
2025-06-18,18:36:00,Colonists storm al-Auja community north of Jericho,https://english.wafa.ps/Pages/Details/158509,West Bank,raid,Not Coded
2025-06-18,11:18:00,Israeli forces detain 60 Palestinians from t ...,https://english.wafa.ps/Pages/Details/158493,,arrest,Not Coded
2025-06-18,14:04:00,Israel transfers Palestinian child to administrative detention for four months,https://english.wafa.ps/Pages/Details/158496,,arrest,"Children, Hostages"
2025-06-18,17:09:00,Israeli forces install new gate at entrance to town northeast of Jerusalem,https://english.wafa.ps/Pages/Details/158507,West Bank,Not Coded,Not Coded
2025-06-18,20:34:00,Israeli forces continue demolition of homes in Jenin Re,https://english.wafa.ps/Pages/Details/158512,West Bank,demolition,Infrastructure
2025-06-18,14:04:00,Occupation forces continue raid on Nablus-ar ...,https://english.wafa.ps/Pages/Details/158495,West Bank,raid,Not Coded
2025-06-18,18:36:00,Colonists storm al-Auja community north of J ...,https://english.wafa.ps/Pages/Details/158509,West Bank,raid,Not Coded
2025-06-18,15:52:00,Israeli colonists block road south of Nablus ...,https://english.wafa.ps/Pages/Details/158503,West Bank,settler,Not Coded
2025-06-18,14:04:00,Occupation forces continue raid on Nablus-area refugee camp,https://english.wafa.ps/Pages/Details/158495,West Bank,raid,Displacement
2025-06-18,19:52:00,Israeli forces detain two Palestinians from northern WB town,https://english.wafa.ps/Pages/Details/158511,,arrest,Not Coded
2025-06-18,14:05:00,"Gaza death toll rise to 55,637 as Israel con ...",https://english.wafa.ps/Pages/Details/158499,Gaza,Not Coded,Killings
2025-06-18,16:31:00,Palestinian worker injured by Israeli forces ...,https://english.wafa.ps/Pages/Details/158504,,Not Coded,Injury
2025-06-18,08:25:00,UN's Guterres says killing Gazans seeking fo ...,https://english.wafa.ps/Pages/Details/158490,Gaza,Not Coded,"Killings, United Nations"
2025-06-18,15:32:00,UNRWA says health sector in Gaza is in a cri ...,https://english.wafa.ps/Pages/Details/158501,Gaza,Not Coded,United Nations
2025-06-18,14:04:00,Occupation forces continue raid on Nablus-area refugee,https://english.wafa.ps/Pages/Details/158495,West Bank,raid,Displacement
2025-06-18,15:38:00,Disruption of landline and internet services continues for second day in central and south ...,https://english.wafa.ps/Pages/Details/158502,,Not Coded,Infrastructure
